videogames,videogamesLabel,fictionalUniverseLabel,followsLabel,followedByLabel,basedOnLabel
http://www.wikidata.org/entity/Q16661501,Lucky Luke,,Lucky Luke,Lucky Luke,
http://www.wikidata.org/entity/Q16617941,Q16617941,,,,
http://www.wikidata.org/entity/Q16618060,Q16618060,,,,
http://www.wikidata.org/entity/Q16619119,Q16619119,,,,
http://www.wikidata.org/entity/Q16619571,Q16619571,,,,
http://www.wikidata.org/entity/Q16621246,Q16621246,,,,
http://www.wikidata.org/entity/Q16621249,Q16621249,,,,
http://www.wikidata.org/entity/Q16623521,Q16623521,,,,
http://www.wikidata.org/entity/Q16624493,Q16624493,,,,
http://www.wikidata.org/entity/Q16625769,Q16625769,,,,
http://www.wikidata.org/entity/Q16625993,Q16625993,,,,
http://www.wikidata.org/entity/Q16631765,Q16631765,,,,
http://www.wikidata.org/entity/Q16636623,Q16636623,,,,
http://www.wikidata.org/entity/Q16636652,Q16636652,,,,
http://www.wikidata.org/entity/Q16640103,Q16640103,,,,
http://www.wikidata.org/entity/Q16640711,Q16640711,,,,
http://www.wikidata.org/entity/Q16648235,Q16648235,,,,
http://www.wikidata.org/entity/Q16668337,Q16668337,,,,
http://www.wikidata.org/entity/Q16676605,Q16676605,,,,
http://www.wikidata.org/entity/Q16677636,Q16677636,,,,
http://www.wikidata.org/entity/Q16677707,Q16677707,,,,
http://www.wikidata.org/entity/Q16680351,Q16680351,,,,
http://www.wikidata.org/entity/Q16640976,Top Gun,,,,
http://www.wikidata.org/entity/Q16625066,Return to Never Land,,,,
http://www.wikidata.org/entity/Q16627653,Dragon Hunters,,,,
http://www.wikidata.org/entity/Q16653220,Lasermania / Robbo Konstruktor,,,,
http://www.wikidata.org/entity/Q16653227,Last Hope: Pink Bullets,,,,
http://www.wikidata.org/entity/Q16665487,Mugen Souls Z,,,,
http://www.wikidata.org/entity/Q16670229,Pix'n Love Rush,,,,
http://www.wikidata.org/entity/Q16671633,PyramidValley,,,,
http://www.wikidata.org/entity/Q16680182,Jake Power: Soccer Star,,,,
http://www.wikidata.org/entity/Q16680274,Tootuff: The Gagmachine,,,,
http://www.wikidata.org/entity/Q16671893,Who Wants to Be a Millionaire?,,,,
http://www.wikidata.org/entity/Q16680492,Totally Spies! My Secret Diary,,Totally Spies! Mon Agenda Secret,,
http://www.wikidata.org/entity/Q16635418,Extreme,,,,
http://www.wikidata.org/entity/Q16648939,Threes,,,,
http://www.wikidata.org/entity/Q16629950,Dragon's Dogma: Dark Arisen,,,,
http://www.wikidata.org/entity/Q16639639,Gourmet Chef: Cook Your Way to Fame,,,,
http://www.wikidata.org/entity/Q16661815,MTV Sports: Snowboarding,,,,
http://www.wikidata.org/entity/Q16672264,Rayman: Jungle Run,,,,
http://www.wikidata.org/entity/Q16675870,Scrabble 2005,,,,
http://www.wikidata.org/entity/Q16677881,Stargate SG-1: Unleashed,,,,
http://www.wikidata.org/entity/Q16672675,Reus,,,,
http://www.wikidata.org/entity/Q16655229,The Flintstones: Burgertime in Bedrock,,,,
http://www.wikidata.org/entity/Q16655495,Les satellites attaquent,,,,
http://www.wikidata.org/entity/Q16661386,Joe Dever's Lone Wolf,,,,
http://www.wikidata.org/entity/Q16668116,Open Liero X,,,,
http://www.wikidata.org/entity/Q16679760,The Sandbox,,,,
http://www.wikidata.org/entity/Q16645103,Jazz: Trump's Journey,,,,
http://www.wikidata.org/entity/Q16654294,The Lion King: Activity Center,,,,
http://www.wikidata.org/entity/Q16670887,Power Instinct,,,,
http://www.wikidata.org/entity/Q16677481,Sonic Blast Man II,,,,
http://www.wikidata.org/entity/Q16665950,NARC,,,,
http://www.wikidata.org/entity/Q16680490,Totally Spies! 4,,Totally Spies! 3: Secret Agent,Totally Spies! Mon Agenda Secret,
http://www.wikidata.org/entity/Q16622869,WRC Powerslide,,,,
http://www.wikidata.org/entity/Q16625874,Fatal Frame V,,,,
http://www.wikidata.org/entity/Q16628738,Dico 5,,,,
http://www.wikidata.org/entity/Q16654857,100 All-Time Favorites,,,,
http://www.wikidata.org/entity/Q16667326,Nutty Fluffies,,,,
http://www.wikidata.org/entity/Q16671023,Fairyland Melody Magic,,,,
http://www.wikidata.org/entity/Q16675821,Schwarzschild II: Teikoku no Haishin,,,,
http://www.wikidata.org/entity/Q16680180,Jake Power: Handyman,,,,
http://www.wikidata.org/entity/Q16661669,Imagine Fashion Designer,,,,
http://www.wikidata.org/entity/Q16639634,The Lion King: Adventures at Pride Rock,,,,The Lion King
http://www.wikidata.org/entity/Q16621820,Sailor Moon S - Jougai Rantou!? Shuyaku Soudatsusen,,,,
http://www.wikidata.org/entity/Q16636189,Fighter Pilot,,,,
http://www.wikidata.org/entity/Q16640100,Gremlins: Stripe vs. Gizmo,,,,
http://www.wikidata.org/entity/Q16661667,Imagine Interior Designer,,,,
http://www.wikidata.org/entity/Q16668855,Paradise Lost: First Contact,,,,
http://www.wikidata.org/entity/Q16669461,Penumbear,,,,
http://www.wikidata.org/entity/Q16670375,Stellar Overload,,,,
http://www.wikidata.org/entity/Q16672262,Rayman: Fiesta Run,,,,
http://www.wikidata.org/entity/Q16678233,Super Long Nose Goblin,,,,
http://www.wikidata.org/entity/Q16680184,Jake Power: Fireman,,,,
http://www.wikidata.org/entity/Q16679525,The Entrepreneur,,,,
http://www.wikidata.org/entity/Q16622867,WRC 4,,,,
http://www.wikidata.org/entity/Q16629962,Dragow,,,,
http://www.wikidata.org/entity/Q16636365,Sub Rebellion,,,,
http://www.wikidata.org/entity/Q16637605,Taitō Harikiri Daifugō,,,,
http://www.wikidata.org/entity/Q16652869,La Ville infernale,,,,
http://www.wikidata.org/entity/Q16654840,The Knights of the New Year,,,,
http://www.wikidata.org/entity/Q16666551,Night Gunner,,,,
http://www.wikidata.org/entity/Q16670140,Pilot Brothers: On the Track of Striped Elephant,,,,
http://www.wikidata.org/entity/Q16670419,Platinum Sudoku,,,,
http://www.wikidata.org/entity/Q16675484,Samurai Gunn,,,,
http://www.wikidata.org/entity/Q16677736,Spirou: The Robot Invasion,,,,
http://www.wikidata.org/entity/Q16671192,Pro Evolution Soccer 2015,,,,
http://www.wikidata.org/entity/Q16636274,Final Fantasy XI Online: A Crystalline Prophecy,,,,
http://www.wikidata.org/entity/Q16648086,Karma: Curse of the 12 Caves,,,,
http://www.wikidata.org/entity/Q16648024,Wii Karaoke U by JOYSOUND,,,,
http://www.wikidata.org/entity/Q16654749,Fantastic Four: Flame On,,,,
http://www.wikidata.org/entity/Q16661991,Magicka: Wizard Wars,,,,
http://www.wikidata.org/entity/Q16671283,Project Xenoclone,,,,
http://www.wikidata.org/entity/Q16675762,Saving Private Sheep,,,,
http://www.wikidata.org/entity/Q16643178,Turbo Girl,,,,
http://www.wikidata.org/entity/Q16670931,Prehistoric Isle 2,,,,
http://www.wikidata.org/entity/Q16679552,The Flintstones: King Rock Treasure Island,,,,
http://www.wikidata.org/entity/Q16654261,Q16654261,,Q3224235,,
http://www.wikidata.org/entity/Q16679554,The Flintstones,,,,The Flintstones
http://www.wikidata.org/entity/Q16642320,Hook,,,,Hook
http://www.wikidata.org/entity/Q19018778,Hans Kloss,,,,More Than Life at Stake
http://www.wikidata.org/entity/Q19462980,The Oregon Trail 4th Edition,,The Oregon Trail 3rd Edition,,
http://www.wikidata.org/entity/Q19463032,The Oregon Trail 3rd Edition,,Oregon Trail II,The Oregon Trail 4th Edition,
http://www.wikidata.org/entity/Q18928702,Chocolatier 2: Secret Ingredients,,Chocolatier,Chocolatier: Decadence by Design,
http://www.wikidata.org/entity/Q18915581,Q18915581,,,,
http://www.wikidata.org/entity/Q18915600,Q18915600,,,,
http://www.wikidata.org/entity/Q18915601,Q18915601,,,,
http://www.wikidata.org/entity/Q18924149,Q18924149,,,,
http://www.wikidata.org/entity/Q18928706,Nicole,,,,
http://www.wikidata.org/entity/Q19060149,Q19060149,,,,
http://www.wikidata.org/entity/Q19297604,Q19297604,,,,
http://www.wikidata.org/entity/Q19310665,Q19310665,,,,
http://www.wikidata.org/entity/Q19376482,Q19376482,,,,
http://www.wikidata.org/entity/Q19376480,Q19376480,,,,
http://www.wikidata.org/entity/Q19501393,Bombshell,,,,
http://www.wikidata.org/entity/Q19595462,Missing in Action,,,,
http://www.wikidata.org/entity/Q18915556,Perfect Paths,,,,
http://www.wikidata.org/entity/Q18928719,Christmas Shopper Simulator,,,,
http://www.wikidata.org/entity/Q19004012,Grow Home,,,,
http://www.wikidata.org/entity/Q19005540,Leo the Lion,,,,
http://www.wikidata.org/entity/Q19580607,Mindshadow,,,,
http://www.wikidata.org/entity/Q19160479,Crazy Frog Racer 2,,,,
http://www.wikidata.org/entity/Q19362170,Jolly Jam,,,,
http://www.wikidata.org/entity/Q19365564,Fault Milestone One,,,,
http://www.wikidata.org/entity/Q19599981,The Oregon Trail,,,,
http://www.wikidata.org/entity/Q19513039,Lady Popular,,,,
http://www.wikidata.org/entity/Q19580293,Heavy Fire: Shattered Spear,,,,
http://www.wikidata.org/entity/Q19600349,The Ward,,,,
http://www.wikidata.org/entity/Q19320988,Overture,,,,
http://www.wikidata.org/entity/Q18928720,Roommates,,,,
http://www.wikidata.org/entity/Q19598913,Battletoads,,,,
http://www.wikidata.org/entity/Q18928680,Lost Reavers,,,,
http://www.wikidata.org/entity/Q18928737,Mole Attack,,,,
http://www.wikidata.org/entity/Q19579931,The Blockheads,,,,
http://www.wikidata.org/entity/Q18968288,Super Granny,,,,
http://www.wikidata.org/entity/Q19243936,Muhammad Sex Simulator 2015,,,,
http://www.wikidata.org/entity/Q19298758,Pro Pinball: Fantastic Journey,,,,
http://www.wikidata.org/entity/Q19363437,OlliOlli2,,,,
http://www.wikidata.org/entity/Q19383244,Night in the Woods,,,,
http://www.wikidata.org/entity/Q19463301,Encleverment Experiment,,,,
http://www.wikidata.org/entity/Q19501019,Tokyo Xanadu,,,,
http://www.wikidata.org/entity/Q19580008,Depth,,,,
http://www.wikidata.org/entity/Q18915557,Permonie,,,,
http://www.wikidata.org/entity/Q18928722,Shadowrun: Hong Kong,,,,
http://www.wikidata.org/entity/Q18928853,Ultimate Beach Soccer,,,,
http://www.wikidata.org/entity/Q18945600,Gravity Ghost,,,,
http://www.wikidata.org/entity/Q19291597,Pop'n music 11,,,,
http://www.wikidata.org/entity/Q19315928,Atelier Marie: The Alchemist of Salburg,,,,
http://www.wikidata.org/entity/Q19320983,Nancy Drew: Sea of Darkness,,,,
http://www.wikidata.org/entity/Q19599586,Shapist,,,,
http://www.wikidata.org/entity/Q19599759,Super Smash Land,,,,
http://www.wikidata.org/entity/Q19600022,Theatrhythm Dragon Quest,,,,
http://www.wikidata.org/entity/Q19402993,F1 2015,,F1 2014,F1 2016,
http://www.wikidata.org/entity/Q18920891,Lego Marvel's Avengers,,,,
http://www.wikidata.org/entity/Q19009099,Kosmo Spin,,,,
http://www.wikidata.org/entity/Q19562417,Metamorphabet,,,,
http://www.wikidata.org/entity/Q19580350,The Howler,,,,
http://www.wikidata.org/entity/Q19599622,The Slaughtering Grounds,,,,
http://www.wikidata.org/entity/Q18928703,Family Guy: Uncensored,Family Guy universe,,,
http://www.wikidata.org/entity/Q19599048,Jotun,,,,
http://www.wikidata.org/entity/Q18917818,Legacy of Kain: Dead Sun,,,,
http://www.wikidata.org/entity/Q18920673,Pop'n music 10,,,,
http://www.wikidata.org/entity/Q18924535,Cities XXL,,,,
http://www.wikidata.org/entity/Q18928705,Kero Blaster,,,,
http://www.wikidata.org/entity/Q18958561,Langrisser Re:Incarnation Tensei,,,,
http://www.wikidata.org/entity/Q18968223,Quraish,,,,
http://www.wikidata.org/entity/Q19057817,Apotheon,,,,
http://www.wikidata.org/entity/Q19280338,Deception IV: Another Princess,,,,
http://www.wikidata.org/entity/Q19580303,Hegemony Gold: Wars of Ancient Greece,,,,
http://www.wikidata.org/entity/Q19581550,Riddle of the Sphinx: An Egyptian Adventure,,,,
http://www.wikidata.org/entity/Q18915150,Scooby-Doo! Who's Watching Who?,,,,
http://www.wikidata.org/entity/Q18937119,Mmm Fingers,,,,
http://www.wikidata.org/entity/Q18945662,Socrates Jones: Pro Philosopher,,,,
http://www.wikidata.org/entity/Q19477326,Rock Band 4,,,,
http://www.wikidata.org/entity/Q19482803,Lucius 2,,,,
http://www.wikidata.org/entity/Q19579878,Bertie the Brain,,,,
http://www.wikidata.org/entity/Q19580542,Lightbot,,,,
http://www.wikidata.org/entity/Q18920958,MLB 15: The Show,,,,
http://www.wikidata.org/entity/Q18937127,Turbo Dismount,,,,
http://www.wikidata.org/entity/Q19117680,Super Genjin 2,,,,
http://www.wikidata.org/entity/Q19321000,There Came an Echo,,,,
http://www.wikidata.org/entity/Q19360224,Stranded Deep,,,,
http://www.wikidata.org/entity/Q19562069,Angry Birds 2,,,,
http://www.wikidata.org/entity/Q19579865,Amazon Trail 3rd Edition,,,,
http://www.wikidata.org/entity/Q19515406,Wolfenstein: The Old Blood,,Wolfenstein: The New Order,,
http://www.wikidata.org/entity/Q18920887,Lego Jurassic World,,,,
http://www.wikidata.org/entity/Q18928708,Casey's Contraptions,,,,
http://www.wikidata.org/entity/Q18937113,Empire: Four Kingdoms,,,,
http://www.wikidata.org/entity/Q18945737,Mezase! Top Pro: Green ni Kakeru Yume,,,,
http://www.wikidata.org/entity/Q19003793,Motor Mayhem,,,,
http://www.wikidata.org/entity/Q19057855,Kick & Fennick,,,,
http://www.wikidata.org/entity/Q19364189,Urban Legend in Limbo,,,,
http://www.wikidata.org/entity/Q19463116,The Oregon Trail: American Settler,,,,
http://www.wikidata.org/entity/Q19501007,The Book of Unwritten Tales 2,,,,
http://www.wikidata.org/entity/Q19520930,Among Ripples,,,,
http://www.wikidata.org/entity/Q19562103,Puzzle & Dragons Z + Super Mario Bros Edition,,,,
http://www.wikidata.org/entity/Q19360088,The Escapists,,,The Escapists 2,
http://www.wikidata.org/entity/Q19363216,Hungry Shark Evolution,,,Hungry Shark World,
http://www.wikidata.org/entity/Q19599984,The Oregon Trail,,,,The Oregon Trail
http://www.wikidata.org/entity/Q19581568,RimWorld,Known Space,,,
http://www.wikidata.org/entity/Q21639787,Q21639787,,,,
http://www.wikidata.org/entity/Q21656853,Q21656853,,,,
http://www.wikidata.org/entity/Q21657587,Q21657587,,,,
http://www.wikidata.org/entity/Q21712258,Q21712258,,,,
http://www.wikidata.org/entity/Q21668319,Labyrinth,,,,
http://www.wikidata.org/entity/Q21814458,Q21814458,,,,
http://www.wikidata.org/entity/Q21817129,Q21817129,,,,
http://www.wikidata.org/entity/Q21851157,Q21851157,,,,
http://www.wikidata.org/entity/Q21982955,Q21982955,,,,
http://www.wikidata.org/entity/Q21995031,Q21995031,,,,
http://www.wikidata.org/entity/Q21934267,Alice in Wonderland,,,,
http://www.wikidata.org/entity/Q22000976,Dreams,,,,
http://www.wikidata.org/entity/Q21661523,Silent Hill,,,,
http://www.wikidata.org/entity/Q21775701,Daydreamer,,,,
http://www.wikidata.org/entity/Q22000322,Bismarck,,,,
http://www.wikidata.org/entity/Q21813724,Iwo Jima,,,,
http://www.wikidata.org/entity/Q21660409,The Guild 3,,,,
http://www.wikidata.org/entity/Q22019703,Cibele,,,,
http://www.wikidata.org/entity/Q22019719,Hard West,,,,
http://www.wikidata.org/entity/Q22019728,Lisa: The Painful,,,,
http://www.wikidata.org/entity/Q22019737,Return of the Ninja,,,,
http://www.wikidata.org/entity/Q22019750,Vampyr,,,,
http://www.wikidata.org/entity/Q21619941,Front Line,,,,
http://www.wikidata.org/entity/Q21686016,OSM,,,,
http://www.wikidata.org/entity/Q21998264,Star Trek Timelines,Star Trek multiverse,,,
http://www.wikidata.org/entity/Q21705250,Dimension X,,,,
http://www.wikidata.org/entity/Q22019738,Revenge of the Apes,Multiverse of the Planet of the Apes,,,
http://www.wikidata.org/entity/Q21973866,Tobruk,,,,
http://www.wikidata.org/entity/Q21686710,Attack on Titan,,,,
http://www.wikidata.org/entity/Q21620192,Phantomas 2,,,,
http://www.wikidata.org/entity/Q21655573,The Franz Kafka Videogame,,,,
http://www.wikidata.org/entity/Q21775900,Star Wars: Galaxy of Heroes,,,,
http://www.wikidata.org/entity/Q22019699,Beach Buggy Blitz,,,,
http://www.wikidata.org/entity/Q22019715,Freefall 3050 A.D.,,,,
http://www.wikidata.org/entity/Q22019739,Sentinel: Descendants in Time,,,,
http://www.wikidata.org/entity/Q22019746,Strikefleet Omega,,,,
http://www.wikidata.org/entity/Q21905948,Surprise Attack,,,,
http://www.wikidata.org/entity/Q21704660,Ace Combat 7: Skies Unknown,,,,
http://www.wikidata.org/entity/Q21772565,Tony Hawk's Pro Skater 2x,,,,
http://www.wikidata.org/entity/Q22009602,Sherlock Holmes: The Devil's Daughter,,,,
http://www.wikidata.org/entity/Q22019696,American Pool,,,,
http://www.wikidata.org/entity/Q22019707,Devilian,,,,
http://www.wikidata.org/entity/Q22019712,Football Madness,,,,
http://www.wikidata.org/entity/Q22019720,Hex Frvr,,,,
http://www.wikidata.org/entity/Q22019736,Randal's Monday,,,,
http://www.wikidata.org/entity/Q21654336,Without Memory,,,,
http://www.wikidata.org/entity/Q21663904,Utawarerumono: Mask of Truth,,,,
http://www.wikidata.org/entity/Q21709984,Ensemble Stars!,,,,
http://www.wikidata.org/entity/Q21780566,Hatsune Miku: Project DIVA X,,,,
http://www.wikidata.org/entity/Q21780590,Psychonauts in the Rhombus of Ruin,,,,
http://www.wikidata.org/entity/Q21850283,Parkitect,,,,
http://www.wikidata.org/entity/Q21998280,"Warhammer 40,000: Dark Nexus Arena",,,,
http://www.wikidata.org/entity/Q22019695,Always Sometimes Monsters,,,,
http://www.wikidata.org/entity/Q22019706,Desi Adda,,,,
http://www.wikidata.org/entity/Q22019717,Golem Arcana,,,,
http://www.wikidata.org/entity/Q22019725,Jazz and Faust,,,,
http://www.wikidata.org/entity/Q22019745,SteamWorld Heist,,,,
http://www.wikidata.org/entity/Q22019749,The Impossible Game,,,,
http://www.wikidata.org/entity/Q21662718,Outlast 2,,Outlast,The Outlast Trials,
http://www.wikidata.org/entity/Q21775901,Steins;Gate 0,,,,
http://www.wikidata.org/entity/Q21655489,Grail to the Thief,,,,
http://www.wikidata.org/entity/Q21667145,Message Quest,,,,
http://www.wikidata.org/entity/Q21683300,Viaje al centro de la Tierra (videogame),,,,
http://www.wikidata.org/entity/Q21780568,Homeworld: Deserts of Kharak,,,,
http://www.wikidata.org/entity/Q21825505,White Day: A Labyrinth Named School,,,,
http://www.wikidata.org/entity/Q22019724,Inuyasha,,,,
http://www.wikidata.org/entity/Q22019698,Badland 2,,,,
http://www.wikidata.org/entity/Q22019704,Contradiction: Spot the Liar!,,,,
http://www.wikidata.org/entity/Q22019713,Forever Worlds: Enter the Unknown,,,,
http://www.wikidata.org/entity/Q22019727,Legacy: Dark Shadows,,,,
http://www.wikidata.org/entity/Q22019731,Magic: The Gathering - Puzzle Quest,,,,
http://www.wikidata.org/entity/Q22019733,Murder in the Abbey,,,,
http://www.wikidata.org/entity/Q22019740,Shadow Puppeteer,,,,
http://www.wikidata.org/entity/Q22019744,Smash Champs,,,,
http://www.wikidata.org/entity/Q21659238,Mutan Zone,,,,
http://www.wikidata.org/entity/Q21674871,Ice Breaker,,,,
http://www.wikidata.org/entity/Q21775711,"Dr. Langeskov, The Tiger and The Terribly Cursed Emerald: A Whirlwind Heist",,,,
http://www.wikidata.org/entity/Q21775734,FAST Racing Neo,,,,
http://www.wikidata.org/entity/Q21775735,Fat Princess Adventures,,,,
http://www.wikidata.org/entity/Q21970619,Pop'n music 14 FEVER!,,,,
http://www.wikidata.org/entity/Q22019732,Mordheim: City of the Damned,,,,
http://www.wikidata.org/entity/Q22019743,SimplePlanes,,,,
http://www.wikidata.org/entity/Q21656513,Craft The World,,,,
http://www.wikidata.org/entity/Q21685519,Pacific (ERE Informatique videogame),,,,
http://www.wikidata.org/entity/Q21772564,MLB 16: The Show,,,,
http://www.wikidata.org/entity/Q21775720,Emily Is Away,,,,
http://www.wikidata.org/entity/Q21775834,Nuclear Throne,,,,
http://www.wikidata.org/entity/Q21775859,Prince of Stride,,,,
http://www.wikidata.org/entity/Q22019693,A Quiet Weekend in Capri,,,,
http://www.wikidata.org/entity/Q22019734,Psychonauts 2,,,,
http://www.wikidata.org/entity/Q22019726,The Last Federation,,,,
http://www.wikidata.org/entity/Q22019752,Wild Earth: Photo Safari,,,,
http://www.wikidata.org/entity/Q22019709,Evoland 2: A Slight Case of Spacetime Continuum Disorder,,Evoland,,
http://www.wikidata.org/entity/Q21655205,Finding Paradise,,,,
http://www.wikidata.org/entity/Q21655547,Pandora: First Contact,,,,
http://www.wikidata.org/entity/Q21772566,Tony Hawk's Underground 2: Remix,,,,
http://www.wikidata.org/entity/Q21875235,The Adventures of Mr. Bobley,,,,
http://www.wikidata.org/entity/Q22019751,"Warhammer 40,000: Space Wolf",,,,"Warhammer 40,000"
http://www.wikidata.org/entity/Q21655301,Affected Zone Tactics,,,,
http://www.wikidata.org/entity/Q15139655,Heroes of the Storm,Warcraft universe,,,
http://www.wikidata.org/entity/Q15036799,Obsidian,,,,
http://www.wikidata.org/entity/Q15075963,Q15075963,,,,
http://www.wikidata.org/entity/Q15077467,Q15077467,,,,
http://www.wikidata.org/entity/Q15121740,Q15121740,,,,
http://www.wikidata.org/entity/Q15124276,Q15124276,,,,
http://www.wikidata.org/entity/Q15141146,Q15141146,,,,
http://www.wikidata.org/entity/Q15141491,Q15141491,,,,
http://www.wikidata.org/entity/Q15141539,Q15141539,,,,
http://www.wikidata.org/entity/Q15141674,Q15141674,,,,
http://www.wikidata.org/entity/Q15036797,Meltdown,,,,
http://www.wikidata.org/entity/Q15087581,Ridge Racer,,,,
http://www.wikidata.org/entity/Q15036928,Out of the Shadows,,,,
http://www.wikidata.org/entity/Q15036769,Shanghai,,,,
http://www.wikidata.org/entity/Q15036779,Monte Carlo,,,,
http://www.wikidata.org/entity/Q15036780,Chocks Away,,,,
http://www.wikidata.org/entity/Q15036793,Ingrid's Back,,,,
http://www.wikidata.org/entity/Q15036795,L.A. SWAT,,,,
http://www.wikidata.org/entity/Q15036782,Powerband,,,,
http://www.wikidata.org/entity/Q15036808,Storm Warrior,,,,
http://www.wikidata.org/entity/Q15036809,Stormbringer,,,,
http://www.wikidata.org/entity/Q15036917,Monty Is Innocent,,,,
http://www.wikidata.org/entity/Q15037069,Blade the Warrior,,,,
http://www.wikidata.org/entity/Q15037088,E.T.'s Rugby League,,,,
http://www.wikidata.org/entity/Q15052201,Thunder Force,,,,
http://www.wikidata.org/entity/Q15116822,Tom Clancy's Ghost Recon,,,,
http://www.wikidata.org/entity/Q15143489,Nostradamus: The Last Prophecy,,,,
http://www.wikidata.org/entity/Q15161277,Reaper: Tale of a Pale Swordsman,,,,
http://www.wikidata.org/entity/Q15036933,Penetrator,,,,
http://www.wikidata.org/entity/Q15042134,Space Pirates,,,,
http://www.wikidata.org/entity/Q15061628,D4,,,,
http://www.wikidata.org/entity/Q15043225,Dynasty Tactics,,,,
http://www.wikidata.org/entity/Q15036806,Starfox,,,,
http://www.wikidata.org/entity/Q15043245,Ultraman Nexus,,,,
http://www.wikidata.org/entity/Q15036783,American Tag-Team Wrestling,,,,
http://www.wikidata.org/entity/Q15036771,Snack Attack,,,,
http://www.wikidata.org/entity/Q15036792,Hudson Hawk,,,,
http://www.wikidata.org/entity/Q15036812,ThunderJaws,,,,
http://www.wikidata.org/entity/Q15040803,Lightning Warrior Raidy,,,,
http://www.wikidata.org/entity/Q15043232,Gunbird Special Edition,,,,
http://www.wikidata.org/entity/Q15056444,LINE GoGo! TwinBee,,,,
http://www.wikidata.org/entity/Q15078750,DJMax Technika Q,,,,
http://www.wikidata.org/entity/Q15103408,Cookie Clicker,,,,
http://www.wikidata.org/entity/Q15139425,MapleStory 2,,,,
http://www.wikidata.org/entity/Q15140921,Fushigi no Kuni no Angelique,,,,
http://www.wikidata.org/entity/Q15121353,SOMA,,,,
http://www.wikidata.org/entity/Q15139655,Heroes of the Storm,StarCraft universe,,,
http://www.wikidata.org/entity/Q15132781,Saint Seiya: Brave Soldiers,Saint Seiya universe,,,
http://www.wikidata.org/entity/Q15095106,Black Desert,,,,
http://www.wikidata.org/entity/Q15036770,Skyfox,,,,
http://www.wikidata.org/entity/Q15036788,Dragontorc,,,,
http://www.wikidata.org/entity/Q15036833,Cosmic Cruiser,,,,
http://www.wikidata.org/entity/Q15043243,Thunderhawk: Operation Phoenix,,,,
http://www.wikidata.org/entity/Q15063346,Chrono Trigger for Android,,,,
http://www.wikidata.org/entity/Q15036805,Star Wreck,,,,
http://www.wikidata.org/entity/Q15037092,Heart of Africa,,,,
http://www.wikidata.org/entity/Q15036775,The Datestones of Ryn,,,,
http://www.wikidata.org/entity/Q15036804,Seymour Goes to Hollywood,,,,
http://www.wikidata.org/entity/Q15036953,Quattro compilations,,,,
http://www.wikidata.org/entity/Q15041081,Samurai Warriors 4,,,,
http://www.wikidata.org/entity/Q15043247,Yanya Caballista: City Skater,,,,
http://www.wikidata.org/entity/Q15057877,DuckTales: Scrooge's Loot,,,,
http://www.wikidata.org/entity/Q15059912,Just Dance Kids 2014,,,,
http://www.wikidata.org/entity/Q15077905,Star Devastator,,,,
http://www.wikidata.org/entity/Q15103774,Shroud of the Avatar: Forsaken Virtues,,,,
http://www.wikidata.org/entity/Q15113418,Naruto Shippūden: Ultimate Ninja 5,,,,
http://www.wikidata.org/entity/Q15178087,Spartacus Legends,,,,
http://www.wikidata.org/entity/Q15091564,Batman: Arkham Origins,Arkhamverse,,Batman: Arkham Origins Blackgate,Batman
http://www.wikidata.org/entity/Q15036794,Knight Tyme,,,,
http://www.wikidata.org/entity/Q15037094,Ninja Rabbits,,,,
http://www.wikidata.org/entity/Q15068745,Invizimals: Shadow Zone,,,,
http://www.wikidata.org/entity/Q15114612,Super Sidekicks 2: The World Championship,,,,
http://www.wikidata.org/entity/Q15121695,Barbarian II: The Dungeon of Drax,,,,
http://www.wikidata.org/entity/Q15133227,Dream Chamber,,,,
http://www.wikidata.org/entity/Q15148952,Nancy Drew: The Silent Spy,,,,
http://www.wikidata.org/entity/Q15036828,CJ's Elephant Antics,,,,
http://www.wikidata.org/entity/Q15065034,Rocketbirds: Hardboiled Chicken,,,,
http://www.wikidata.org/entity/Q15092055,Regular Show: Mordecai and Rigby in 8-Bit Land,,,,
http://www.wikidata.org/entity/Q15096795,Ace Combat Infinity,,,,
http://www.wikidata.org/entity/Q15114053,Beyond the Titanic,,,,
http://www.wikidata.org/entity/Q15142853,Metal Max 4: Gekkō no Diva,,,,
http://www.wikidata.org/entity/Q15036778,Mini-Putt,,,,
http://www.wikidata.org/entity/Q15036796,Martianoids,,,,
http://www.wikidata.org/entity/Q15036798,Monty Python's Flying Circus: The Computer Game,,,,
http://www.wikidata.org/entity/Q15036777,Zoyon Patrol,,,,
http://www.wikidata.org/entity/Q15037054,Zip Zap,,,,
http://www.wikidata.org/entity/Q15074382,Magrunner: Dark Pulse,,,,
http://www.wikidata.org/entity/Q15076529,Angry Birds Go!,,,,
http://www.wikidata.org/entity/Q15111504,Spartan X 2,,,,
http://www.wikidata.org/entity/Q15116722,Shaberu! DS Oryōri Navi,,,,
http://www.wikidata.org/entity/Q15036774,SwordThrust,,,,
http://www.wikidata.org/entity/Q15036802,Robin of Sherlock,,,,
http://www.wikidata.org/entity/Q15043233,Gunfighter II: Revenge of Jesse James,,,,
http://www.wikidata.org/entity/Q15073096,Drakengard 3,,,,
http://www.wikidata.org/entity/Q15138161,Wii Sports Club,,,,
http://www.wikidata.org/entity/Q15141235,Ninja Gaiden Sigma Plus,,,,
http://www.wikidata.org/entity/Q15147835,Football Manager 2014,,,,
