videogames,videogamesLabel,gameModeLabel
http://www.wikidata.org/entity/Q14654035,Starflight 2: Trade Routes of the Cloud Nebula,
http://www.wikidata.org/entity/Q13740879,Kampfgruppe,single-player video game
http://www.wikidata.org/entity/Q13715618,NBA 2K14,single-player video game
http://www.wikidata.org/entity/Q14467569,Ashes Cricket 2013,single-player video game
http://www.wikidata.org/entity/Q14545597,Medabots,single-player video game
http://www.wikidata.org/entity/Q14523583,2 Fast 4 Gnomz,
http://www.wikidata.org/entity/Q14590860,The Dark Eye: Memoria,single-player video game
http://www.wikidata.org/entity/Q14629231,Stranded 2,single-player video game
http://www.wikidata.org/entity/Q14322389,YOU and ME and HER: A Love Story,single-player video game
http://www.wikidata.org/entity/Q14646314,Fairy Fencer F,single-player video game
http://www.wikidata.org/entity/Q13752449,Rogue Legacy,single-player video game
http://www.wikidata.org/entity/Q14395832,SpongeBob SquarePants: Plankton's Robotic Revenge,multiplayer video game
http://www.wikidata.org/entity/Q13743368,Killer Instinct Gold,multiplayer video game
http://www.wikidata.org/entity/Q13847190,Might & Magic X: Legacy,single-player video game
http://www.wikidata.org/entity/Q13882379,Laser Snaker,single-player video game
http://www.wikidata.org/entity/Q14126363,Mad Max,single-player video game
http://www.wikidata.org/entity/Q14435162,Atomic Ninjas,multiplayer video game
http://www.wikidata.org/entity/Q14646902,Oni Chichi,
http://www.wikidata.org/entity/Q14478959,The Adventures of Quik & Silva,single-player video game
http://www.wikidata.org/entity/Q14558333,Broforce,multiplayer video game
http://www.wikidata.org/entity/Q14395832,SpongeBob SquarePants: Plankton's Robotic Revenge,single-player video game
http://www.wikidata.org/entity/Q13743368,Killer Instinct Gold,single-player video game
http://www.wikidata.org/entity/Q14604010,The Bridge,single-player video game
http://www.wikidata.org/entity/Q14240277,Wargame: AirLand Battle,single-player video game
http://www.wikidata.org/entity/Q14554884,Tenhou,
http://www.wikidata.org/entity/Q14510035,U.S.A.A.F. - United States Army Air Force,
http://www.wikidata.org/entity/Q14559270,Divinity: Dragon Commander,multiplayer video game
http://www.wikidata.org/entity/Q14565474,ManagerZone,multiplayer video game
http://www.wikidata.org/entity/Q14628001,Tales of Symphonia Chronicles,single-player video game
http://www.wikidata.org/entity/Q14622847,Guilty Gear Xrd,multiplayer video game
http://www.wikidata.org/entity/Q14435162,Atomic Ninjas,single-player video game
http://www.wikidata.org/entity/Q14558333,Broforce,single-player video game
http://www.wikidata.org/entity/Q14559270,Divinity: Dragon Commander,single-player video game
http://www.wikidata.org/entity/Q14565599,Trauma Center: Second Opinion,single-player video game
http://www.wikidata.org/entity/Q14565978,"Papers, Please",single-player video game
http://www.wikidata.org/entity/Q14350274,F1 2013,multiplayer video game
http://www.wikidata.org/entity/Q14632903,Gobliiins,single-player video game
http://www.wikidata.org/entity/Q14622847,Guilty Gear Xrd,single-player video game
http://www.wikidata.org/entity/Q14594724,Grand Theft Auto Online,multiplayer video game
http://www.wikidata.org/entity/Q14447827,Aggressive Inline,multiplayer video game
http://www.wikidata.org/entity/Q14375921,Sleep Is Death,multiplayer video game
http://www.wikidata.org/entity/Q14350274,F1 2013,single-player video game
http://www.wikidata.org/entity/Q14559268,Sacred Citadel,multiplayer video game
http://www.wikidata.org/entity/Q14391653,EA Sports UFC,single-player video game
http://www.wikidata.org/entity/Q14596095,Hammerwatch,multiplayer video game
http://www.wikidata.org/entity/Q13984311,Monochroma,single-player video game
http://www.wikidata.org/entity/Q14644567,PlayStation All-Stars Island,multiplayer video game
http://www.wikidata.org/entity/Q14590677,Archimedean Dynasty,single-player video game
http://www.wikidata.org/entity/Q14629467,Ryū ga Gotoku Ishin!,single-player video game
http://www.wikidata.org/entity/Q14737197,Tropico 5,single-player video game
http://www.wikidata.org/entity/Q14447827,Aggressive Inline,single-player video game
http://www.wikidata.org/entity/Q18202302,Q18202302,
http://www.wikidata.org/entity/Q18209633,Scarface,
http://www.wikidata.org/entity/Q18209114,Air Mail,single-player video game
http://www.wikidata.org/entity/Q18205685,Bubble Trouble,
http://www.wikidata.org/entity/Q18215882,Forget-Me-Not,
http://www.wikidata.org/entity/Q18201850,The Prophecy,
http://www.wikidata.org/entity/Q18209170,Madeline 1st and 2nd Grade Reading,
http://www.wikidata.org/entity/Q18209801,Azkend,
http://www.wikidata.org/entity/Q18215846,Chop Chop Kicker,
http://www.wikidata.org/entity/Q18215866,Dragonvale,
http://www.wikidata.org/entity/Q18215883,Fragger,
http://www.wikidata.org/entity/Q18215894,God of Blades,
http://www.wikidata.org/entity/Q18215852,Chopper,
http://www.wikidata.org/entity/Q18215885,Frogger,
http://www.wikidata.org/entity/Q18201842,The Last Dynasty,
http://www.wikidata.org/entity/Q18202464,Infiniminer,
http://www.wikidata.org/entity/Q18215869,Drive on Moscow,
http://www.wikidata.org/entity/Q18215881,Flick Soccer!,
http://www.wikidata.org/entity/Q18215892,Glass Tower,
http://www.wikidata.org/entity/Q18185874,Soviet Challenge: Javelin 1980,multiplayer video game
http://www.wikidata.org/entity/Q18207506,SanctuaryRPG,single-player video game
http://www.wikidata.org/entity/Q18208754,2XL Supercross,single-player video game
http://www.wikidata.org/entity/Q18210016,Beat It!,single-player video game
http://www.wikidata.org/entity/Q18210955,Hyperdimension Neptunia Victory II,single-player video game
http://www.wikidata.org/entity/Q18215840,Beyond Ynth,single-player video game
http://www.wikidata.org/entity/Q18215878,Five Nights at Freddy's 2,single-player video game
http://www.wikidata.org/entity/Q18215888,Gem Keeper,single-player video game
http://www.wikidata.org/entity/Q18204639,Chop Chop Runner,
http://www.wikidata.org/entity/Q18204637,Chop Chop Ninja World,
http://www.wikidata.org/entity/Q18204785,9 Elefants,
http://www.wikidata.org/entity/Q18205446,Beat Sneak Bandit,
http://www.wikidata.org/entity/Q18208766,3rd World Farmer,
http://www.wikidata.org/entity/Q18209175,Madeline Thinking Games,
http://www.wikidata.org/entity/Q18215861,Darkin,
http://www.wikidata.org/entity/Q18204556,Battle of the Bulge,single-player video game
http://www.wikidata.org/entity/Q18215860,Dark Nebula,
http://www.wikidata.org/entity/Q18215868,Dream of Pixels,
http://www.wikidata.org/entity/Q18204635,Chop Chop Ninja,
http://www.wikidata.org/entity/Q18209905,Bargon Attack,
http://www.wikidata.org/entity/Q18215858,Cover Orange,
http://www.wikidata.org/entity/Q18215867,DrawRace,
http://www.wikidata.org/entity/Q18203301,Resident Evil: Revelations 2,multiplayer video game
http://www.wikidata.org/entity/Q18196267,Imouto Paradise 2,single-player video game
http://www.wikidata.org/entity/Q18215874,Entwined,single-player video game
http://www.wikidata.org/entity/Q18215886,Futuridium EP Deluxe,single-player video game
http://www.wikidata.org/entity/Q18215898,Hamilton's Great Adventure,single-player video game
http://www.wikidata.org/entity/Q18185890,The Lost City,single-player video game
http://www.wikidata.org/entity/Q18204708,Desert Fox: The Battle of El Alamein,
http://www.wikidata.org/entity/Q18206158,Crazy Penguin Catapult,
http://www.wikidata.org/entity/Q18208053,Infinity Field,
http://www.wikidata.org/entity/Q18215851,Chop Chop Tennis,
http://www.wikidata.org/entity/Q18215848,Chop Chop Slicer,
http://www.wikidata.org/entity/Q18215865,Disc Drivin',
http://www.wikidata.org/entity/Q18206609,Dogfight 1951,
http://www.wikidata.org/entity/Q18215847,Chop Chop Rocket,
http://www.wikidata.org/entity/Q18215850,Chop Chop Soccer,
http://www.wikidata.org/entity/Q18208751,2XL Fleet Defense,single-player video game
http://www.wikidata.org/entity/Q18215839,Beavis & Butt-head Do U.,single-player video game
http://www.wikidata.org/entity/Q18185880,Sushi Loops,
http://www.wikidata.org/entity/Q18205591,Blue Defense,
http://www.wikidata.org/entity/Q18209172,Madeline and the Magnificent Puppet Show: A Learning Journey,
http://www.wikidata.org/entity/Q18210499,Bug Heroes,
http://www.wikidata.org/entity/Q18215838,Bag It!,
http://www.wikidata.org/entity/Q18215844,Chop Chop Caveman,
http://www.wikidata.org/entity/Q18215845,Chop Chop Hockey,
http://www.wikidata.org/entity/Q18215864,Dice Soccer,
http://www.wikidata.org/entity/Q18215877,First Touch Soccer,
http://www.wikidata.org/entity/Q18215893,Glyder 2,
http://www.wikidata.org/entity/Q18203301,Resident Evil: Revelations 2,single-player video game
http://www.wikidata.org/entity/Q18205160,Archibald's Adventures,single-player video game
http://www.wikidata.org/entity/Q18205424,Bardbarian,single-player video game
http://www.wikidata.org/entity/Q18208045,Infamous First Light,single-player video game
http://www.wikidata.org/entity/Q18208756,2XL TrophyLite Rally,single-player video game
http://www.wikidata.org/entity/Q18210551,Burning Tires 3D,single-player video game
http://www.wikidata.org/entity/Q18215887,Geared,single-player video game
http://www.wikidata.org/entity/Q18215842,Catch-22,single-player video game
http://www.wikidata.org/entity/Q18208800,99 Bricks Wizard Academy,single-player video game
http://www.wikidata.org/entity/Q18215872,Elf Defense Eng,single-player video game
http://www.wikidata.org/entity/Q18215873,Endless Legend,single-player video game
http://www.wikidata.org/entity/Q18205884,CastleStorm,multiplayer video game
http://www.wikidata.org/entity/Q18205450,Beatmania IIDX 22: Pendual,multiplayer video game
http://www.wikidata.org/entity/Q18209978,Battleheart,single-player video game
http://www.wikidata.org/entity/Q18205884,CastleStorm,single-player video game
http://www.wikidata.org/entity/Q18209403,Ant Raid,single-player video game
http://www.wikidata.org/entity/Q18209666,Async Corp.,single-player video game
http://www.wikidata.org/entity/Q18215876,Finger Physics,single-player video game
http://www.wikidata.org/entity/Q18215891,Girls Like Robots,single-player video game
http://www.wikidata.org/entity/Q18215896,The Great Jitters: Pudding Panic,single-player video game
http://www.wikidata.org/entity/Q18205884,CastleStorm,cooperative gameplay
http://www.wikidata.org/entity/Q18205450,Beatmania IIDX 22: Pendual,single-player video game
http://www.wikidata.org/entity/Q18205882,Castle Doombad,single-player video game
http://www.wikidata.org/entity/Q18209492,Aqua Moto Racing,single-player video game
http://www.wikidata.org/entity/Q18209592,Ascension: Chronicle of the Godslayer,single-player video game
http://www.wikidata.org/entity/Q18209982,Battleheart Legacy,single-player video game
http://www.wikidata.org/entity/Q18215871,Elder Sign: Omens,single-player video game
http://www.wikidata.org/entity/Q18215880,Flick Golf!,single-player video game
http://www.wikidata.org/entity/Q18215857,Cordy,single-player video game
http://www.wikidata.org/entity/Q18205287,Apocalypse Max: Better Dead Than Undead,single-player video game
http://www.wikidata.org/entity/Q18209886,Banzai Rabbit,single-player video game
http://www.wikidata.org/entity/Q18209891,Bar Oasis,single-player video game
http://www.wikidata.org/entity/Q21166901,Warhammer: End Times - Vermintide,multiplayer video game
http://www.wikidata.org/entity/Q21170281,Abracadabra,single-player video game
http://www.wikidata.org/entity/Q21129987,Yo-Kai Watch 2,single-player video game
http://www.wikidata.org/entity/Q21170301,Space Crusade,single-player video game
http://www.wikidata.org/entity/Q21246348,Detroit: Become Human,single-player video game
http://www.wikidata.org/entity/Q21427315,Dead Effect 2,multiplayer video game
http://www.wikidata.org/entity/Q21405960,Legends of Eisenwald,single-player video game
http://www.wikidata.org/entity/Q21427534,Human Resource Machine,single-player video game
http://www.wikidata.org/entity/Q21170302,Ni no Kuni: Wrath of the White Witch,single-player video game
http://www.wikidata.org/entity/Q21190119,Q21190119,
http://www.wikidata.org/entity/Q21190127,Q21190127,
http://www.wikidata.org/entity/Q21190133,Q21190133,
http://www.wikidata.org/entity/Q21190136,Q21190136,
http://www.wikidata.org/entity/Q21190142,Q21190142,
http://www.wikidata.org/entity/Q21190148,Q21190148,
http://www.wikidata.org/entity/Q21190154,Q21190154,
http://www.wikidata.org/entity/Q21190169,Q21190169,
http://www.wikidata.org/entity/Q21190175,Q21190175,
http://www.wikidata.org/entity/Q21190206,Q21190206,
http://www.wikidata.org/entity/Q21190209,Q21190209,
http://www.wikidata.org/entity/Q21190215,Q21190215,
http://www.wikidata.org/entity/Q21190222,Q21190222,
http://www.wikidata.org/entity/Q21190226,Q21190226,
http://www.wikidata.org/entity/Q21190233,Q21190233,
http://www.wikidata.org/entity/Q21190236,Q21190236,
http://www.wikidata.org/entity/Q21190255,Q21190255,
http://www.wikidata.org/entity/Q21208882,Q21208882,
http://www.wikidata.org/entity/Q21190166,Hektor,
http://www.wikidata.org/entity/Q21281318,Q21281318,
http://www.wikidata.org/entity/Q21282726,Q21282726,
http://www.wikidata.org/entity/Q21282784,Q21282784,
http://www.wikidata.org/entity/Q21286772,Q21286772,
http://www.wikidata.org/entity/Q21402044,Q21402044,
http://www.wikidata.org/entity/Q21402950,Q21402950,
http://www.wikidata.org/entity/Q21418822,Q21418822,
http://www.wikidata.org/entity/Q21190218,SpeedRunners,single-player video game
http://www.wikidata.org/entity/Q21282709,Animal,
http://www.wikidata.org/entity/Q21153575,Magicite,
http://www.wikidata.org/entity/Q21190203,Ratchet & Clank: Before the Nexus,
http://www.wikidata.org/entity/Q21190258,Yogi Bear,
http://www.wikidata.org/entity/Q21145531,Vultures,
http://www.wikidata.org/entity/Q21203445,Madden NFL Mobile,multiplayer video game
http://www.wikidata.org/entity/Q21151859,Dark Blue,single-player video game
http://www.wikidata.org/entity/Q21427923,The Park,single-player video game
http://www.wikidata.org/entity/Q21406781,Pink Panther,
http://www.wikidata.org/entity/Q21166898,Fantasy Dimension,
http://www.wikidata.org/entity/Q21169603,Firequest,
http://www.wikidata.org/entity/Q21190163,Gears of War: Ultimate Edition,
http://www.wikidata.org/entity/Q21190245,Tooth Invaders,
http://www.wikidata.org/entity/Q21427315,Dead Effect 2,single-player video game
http://www.wikidata.org/entity/Q21427393,Empire TV Tycoon,single-player video game
http://www.wikidata.org/entity/Q21161518,Sex Taxi,
http://www.wikidata.org/entity/Q21190139,Candy Crush Soda Saga,
http://www.wikidata.org/entity/Q21190181,LeMans,
http://www.wikidata.org/entity/Q21161127,Shonen Kininden Tsumuji,single-player video game
http://www.wikidata.org/entity/Q21170287,Battlefield Germany,single-player video game
http://www.wikidata.org/entity/Q21427315,Dead Effect 2,cooperative gameplay
http://www.wikidata.org/entity/Q21127573,Love Rocks,
http://www.wikidata.org/entity/Q21166900,NASCAR '15 Victory Edition,
http://www.wikidata.org/entity/Q21190157,Forza Horizon 2 Presents Fast & Furious,
http://www.wikidata.org/entity/Q21190184,Lupo Alberto: The Videogame,
http://www.wikidata.org/entity/Q21190230,Star Wars Galaxies: Trials of Obi-Wan,
http://www.wikidata.org/entity/Q21198551,Divine Gate,
http://www.wikidata.org/entity/Q21203445,Madden NFL Mobile,single-player video game
http://www.wikidata.org/entity/Q21120137,Blade Arcus from Shining,multiplayer video game
http://www.wikidata.org/entity/Q21143879,Spellweaver,
http://www.wikidata.org/entity/Q21145516,Skyjet,
http://www.wikidata.org/entity/Q21170278,Goemon: Toukai Douchuu,
http://www.wikidata.org/entity/Q21427941,Prominence,single-player video game
http://www.wikidata.org/entity/Q21190160,Foxx Fights Back,
http://www.wikidata.org/entity/Q21190179,Invizimals: The Resistance,
http://www.wikidata.org/entity/Q21190249,Who Dares Wins II,
http://www.wikidata.org/entity/Q21152169,Worms W.M.D,multiplayer video game
http://www.wikidata.org/entity/Q21190013,FreeFall Tournament,
http://www.wikidata.org/entity/Q21190145,Corpse Party: Blood Drive,
http://www.wikidata.org/entity/Q21279346,Die Kathedrale,
http://www.wikidata.org/entity/Q21282752,Strip Poker: A Sizzling Game of Chance,
http://www.wikidata.org/entity/Q21402045,Shōjotachi wa Kōya o Mezasu,
http://www.wikidata.org/entity/Q21170283,Ashen,multiplayer video game
http://www.wikidata.org/entity/Q21120137,Blade Arcus from Shining,single-player video game
http://www.wikidata.org/entity/Q21190187,Monster Girl Quest,
http://www.wikidata.org/entity/Q21190193,Night Mission Pinball,
http://www.wikidata.org/entity/Q21426791,Playmation,
http://www.wikidata.org/entity/Q21198154,Downwell,single-player video game
http://www.wikidata.org/entity/Q21152158,One Piece: Burning Blood,multiplayer video game
http://www.wikidata.org/entity/Q21160164,Supraball,multiplayer video game
http://www.wikidata.org/entity/Q21245147,Car Mechanic Simulator 2015,single-player video game
http://www.wikidata.org/entity/Q21170286,Battle of Britain,single-player video game
http://www.wikidata.org/entity/Q21421256,Friday the 13th: The Game,multiplayer video game
http://www.wikidata.org/entity/Q21152203,Besiege,single-player video game
http://www.wikidata.org/entity/Q21152169,Worms W.M.D,single-player video game
http://www.wikidata.org/entity/Q21208915,Mega Man Star Force 3: Black Ace,
http://www.wikidata.org/entity/Q21190252,Winx Club: Saving Alfea,
http://www.wikidata.org/entity/Q21170283,Ashen,single-player video game
http://www.wikidata.org/entity/Q21296963,FNaF World,single-player video game
http://www.wikidata.org/entity/Q21152158,One Piece: Burning Blood,single-player video game
http://www.wikidata.org/entity/Q21162315,Toby: The Secret Mine,single-player video game
http://www.wikidata.org/entity/Q21273066,Wonderland Dizzy,single-player video game
http://www.wikidata.org/entity/Q21278892,The Idolmaster Must Songs,single-player video game
http://www.wikidata.org/entity/Q21421256,Friday the 13th: The Game,single-player video game
http://www.wikidata.org/entity/Q18223723,Q18223723,
http://www.wikidata.org/entity/Q18223726,Q18223726,
http://www.wikidata.org/entity/Q18223731,Q18223731,
http://www.wikidata.org/entity/Q18223728,Q18223728,
http://www.wikidata.org/entity/Q18225014,Q18225014,
http://www.wikidata.org/entity/Q18233799,Q18233799,
http://www.wikidata.org/entity/Q18234236,Q18234236,
http://www.wikidata.org/entity/Q18235037,Q18235037,
http://www.wikidata.org/entity/Q18215930,Little Things,
http://www.wikidata.org/entity/Q18215903,Hoplite,
http://www.wikidata.org/entity/Q18215932,Mad Acorn,
http://www.wikidata.org/entity/Q18215993,Snoticles,
http://www.wikidata.org/entity/Q18216029,The Trash Pack,
http://www.wikidata.org/entity/Q18216036,Wanderer: War Song,
http://www.wikidata.org/entity/Q18216017,The Relic,
http://www.wikidata.org/entity/Q18215962,Pizza Vs. Skeletons,
http://www.wikidata.org/entity/Q18215979,Rocket Robo,
http://www.wikidata.org/entity/Q18215980,Sacred Odyssey: Rise of Ayden,
http://www.wikidata.org/entity/Q18223333,Ganbare Goemon,
http://www.wikidata.org/entity/Q18215969,Quell,
http://www.wikidata.org/entity/Q18215920,Lad,
http://www.wikidata.org/entity/Q18216047,Zombie Carnaval,single-player video game
http://www.wikidata.org/entity/Q18215899,Hank Hazard,
http://www.wikidata.org/entity/Q18215918,King Cashing,
http://www.wikidata.org/entity/Q18215936,Mega Run,
http://www.wikidata.org/entity/Q18215939,Mikey Boots,
http://www.wikidata.org/entity/Q18215961,Piyo Blocks,
http://www.wikidata.org/entity/Q18215977,Rimelands: Hammer of Thor,
http://www.wikidata.org/entity/Q18216006,Super Stickman Golf,
http://www.wikidata.org/entity/Q18216011,Table Tennis Touch,
http://www.wikidata.org/entity/Q18216037,War Pinball,
http://www.wikidata.org/entity/Q18215915,Karoshi,
http://www.wikidata.org/entity/Q18215900,Hard Lines,
http://www.wikidata.org/entity/Q18215912,Incoboto,
http://www.wikidata.org/entity/Q18215940,Mikey Hooks,
http://www.wikidata.org/entity/Q18215964,Pro Zombie Soccer,
http://www.wikidata.org/entity/Q18215994,Soosiz,
http://www.wikidata.org/entity/Q18215996,Space Miner: Space Ore Bust,
http://www.wikidata.org/entity/Q18216019,The Wild Thornberrys: Rambler,
http://www.wikidata.org/entity/Q18216031,TwinGo!,
http://www.wikidata.org/entity/Q18216043,Wooords,
http://www.wikidata.org/entity/Q18223734,Jikkyō Powerful Pro Yakyū 2012,
http://www.wikidata.org/entity/Q18215919,Kitten Sanctuary,
http://www.wikidata.org/entity/Q18215937,Megacity,
http://www.wikidata.org/entity/Q18215944,MovieCat!,
http://www.wikidata.org/entity/Q18215967,Push Panic,
http://www.wikidata.org/entity/Q18215987,Shadow Era,
http://www.wikidata.org/entity/Q18216040,Wind-up Knight,
http://www.wikidata.org/entity/Q18215914,Junk Jack,multiplayer video game
http://www.wikidata.org/entity/Q18215913,J.U.L.I.A. Among the Stars,single-player video game
http://www.wikidata.org/entity/Q18216041,Wispin,single-player video game
http://www.wikidata.org/entity/Q18215902,Hook Champ,
http://www.wikidata.org/entity/Q18215924,League of Evil,
http://www.wikidata.org/entity/Q18215942,Monsters Ate My Condo,
http://www.wikidata.org/entity/Q18216001,Stickets,
http://www.wikidata.org/entity/Q18216007,Sword & Poker,
http://www.wikidata.org/entity/Q18216005,Super Mole Escape,
http://www.wikidata.org/entity/Q18216023,Tilt to Live,
http://www.wikidata.org/entity/Q18216038,Wayward Souls,
http://www.wikidata.org/entity/Q18216044,WWE SuperCard,
http://www.wikidata.org/entity/Q18215909,Ice Breaker,
http://www.wikidata.org/entity/Q18215907,IBlast Moki,
http://www.wikidata.org/entity/Q18215925,LightBike,
http://www.wikidata.org/entity/Q18215935,Mega Mall Story,
http://www.wikidata.org/entity/Q18215954,Parachute Ninja,
http://www.wikidata.org/entity/Q18215958,Pillowfight Girls,
http://www.wikidata.org/entity/Q18215960,Pixel Defenders Puzzle,
http://www.wikidata.org/entity/Q18215970,Qvoid,
http://www.wikidata.org/entity/Q18215991,Slydris,
http://www.wikidata.org/entity/Q18216004,Summoner Wars,
http://www.wikidata.org/entity/Q18216028,Traps n’ Gemstones,
http://www.wikidata.org/entity/Q18215901,Haunt the House: Terrortown,single-player video game
http://www.wikidata.org/entity/Q18215952,Out There,single-player video game
http://www.wikidata.org/entity/Q18215971,Ragnarok Online: Valkyrie Uprising,multiplayer video game
http://www.wikidata.org/entity/Q18216014,Tenkai Knights: Brave Battle,multiplayer video game
http://www.wikidata.org/entity/Q18215938,Micro Miners,
http://www.wikidata.org/entity/Q18215957,PewPew,
http://www.wikidata.org/entity/Q18215998,Spin Up,
http://www.wikidata.org/entity/Q18215999,Spinzizzle,
http://www.wikidata.org/entity/Q18222450,1942: First Strike,
http://www.wikidata.org/entity/Q18215906,Hypership Out of Control,single-player video game
http://www.wikidata.org/entity/Q18215914,Junk Jack,single-player video game
http://www.wikidata.org/entity/Q18215917,Kickin Momma,single-player video game
http://www.wikidata.org/entity/Q18215933,Mage Gauntlet,single-player video game
http://www.wikidata.org/entity/Q18215914,Junk Jack,cooperative gameplay
http://www.wikidata.org/entity/Q18216003,Strata,single-player video game
http://www.wikidata.org/entity/Q18215905,Hunters: Episode One,single-player video game
http://www.wikidata.org/entity/Q18216014,Tenkai Knights: Brave Battle,single-player video game
http://www.wikidata.org/entity/Q18216039,Whale Trail,single-player video game
http://www.wikidata.org/entity/Q18215990,Slater & Charlie Go Camping,single-player video game
http://www.wikidata.org/entity/Q19658433,Tactical Manager 2,multiplayer video game
http://www.wikidata.org/entity/Q19684531,MotoGP 15,multiplayer video game
http://www.wikidata.org/entity/Q19758360,Rhythm Heaven Megamix,multiplayer video game
http://www.wikidata.org/entity/Q19801717,A Fistful of Gun,multiplayer video game
http://www.wikidata.org/entity/Q19824810,Noct,single-player video game
http://www.wikidata.org/entity/Q19745045,Strafe,single-player video game
http://www.wikidata.org/entity/Q19758476,Naval Assault: The Killing Tide,multiplayer video game
http://www.wikidata.org/entity/Q19703424,Q19703424,
http://www.wikidata.org/entity/Q19703740,Q19703740,
http://www.wikidata.org/entity/Q19704815,Q19704815,
http://www.wikidata.org/entity/Q19709158,Q19709158,
http://www.wikidata.org/entity/Q19709454,Q19709454,
http://www.wikidata.org/entity/Q19710043,Q19710043,
http://www.wikidata.org/entity/Q19710127,Q19710127,
http://www.wikidata.org/entity/Q19710589,Q19710589,
http://www.wikidata.org/entity/Q19713193,Q19713193,
http://www.wikidata.org/entity/Q19721943,Q19721943,
http://www.wikidata.org/entity/Q19724738,Q19724738,
http://www.wikidata.org/entity/Q19760466,Avenger,
http://www.wikidata.org/entity/Q19691952,Pop'n music Iroha,
http://www.wikidata.org/entity/Q19702729,Assault Trooper,
http://www.wikidata.org/entity/Q19706867,Math Grand Prix,
http://www.wikidata.org/entity/Q19707466,Mumin: På kryss med Haffsorkestern,
http://www.wikidata.org/entity/Q19684531,MotoGP 15,single-player video game
http://www.wikidata.org/entity/Q19752955,Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,single-player video game
http://www.wikidata.org/entity/Q19689771,MXGP The Official Motocross Videogame,multiplayer video game
http://www.wikidata.org/entity/Q19758360,Rhythm Heaven Megamix,single-player video game
http://www.wikidata.org/entity/Q19801717,A Fistful of Gun,single-player video game
http://www.wikidata.org/entity/Q19801761,Box Boy!,single-player video game
http://www.wikidata.org/entity/Q19658446,Township,
http://www.wikidata.org/entity/Q19758416,Sébastien Loeb Rally Evo,multiplayer video game
http://www.wikidata.org/entity/Q19702948,The Flash,
http://www.wikidata.org/entity/Q19705769,Lead the Meerkats,
http://www.wikidata.org/entity/Q19802360,MonsterMMORPG,
http://www.wikidata.org/entity/Q19801717,A Fistful of Gun,cooperative gameplay
http://www.wikidata.org/entity/Q19707459,Mumintrollen - Jakten på Trollkarlens rubin,
http://www.wikidata.org/entity/Q19745023,Blues And Bullets,single-player video game
http://www.wikidata.org/entity/Q19753040,Three Fourths Home,single-player video game
http://www.wikidata.org/entity/Q19758476,Naval Assault: The Killing Tide,single-player video game
http://www.wikidata.org/entity/Q19760054,Steven Universe: Attack the Light!,single-player video game
http://www.wikidata.org/entity/Q19824577,Adventure Time: Finn & Jake Investigations,single-player video game
http://www.wikidata.org/entity/Q19680669,Replaying :The Game:,
http://www.wikidata.org/entity/Q19724800,Backpacker 2,
http://www.wikidata.org/entity/Q19754254,Cyberfoot,
http://www.wikidata.org/entity/Q19758432,Jenny LeClue,
http://www.wikidata.org/entity/Q19689771,MXGP The Official Motocross Videogame,single-player video game
http://www.wikidata.org/entity/Q19758416,Sébastien Loeb Rally Evo,single-player video game
http://www.wikidata.org/entity/Q19772376,Pokémon Rumble World,single-player video game
http://www.wikidata.org/entity/Q19680984,:The Game:,
http://www.wikidata.org/entity/Q19689776,Angry Birds Stella POP!,
http://www.wikidata.org/entity/Q19766125,Skidz,
http://www.wikidata.org/entity/Q19824579,Alto's Adventure,single-player video game
http://www.wikidata.org/entity/Q19707453,Mumintrollen - Vinter i Mumindalen,
http://www.wikidata.org/entity/Q19795250,Minions Paradise,
http://www.wikidata.org/entity/Q19680161,Reimagine :The Game:,
http://www.wikidata.org/entity/Q19681717,A Postcard from Afthonia,
http://www.wikidata.org/entity/Q19707296,Moomin's Tale,
http://www.wikidata.org/entity/Q19708813,Genes in Space,
http://www.wikidata.org/entity/Q19801758,Bloodsports.TV,multiplayer video game
http://www.wikidata.org/entity/Q19792993,Squad,multiplayer video game
http://www.wikidata.org/entity/Q19710438,Teenage Mutant Ninja Turtles: Arcade Attack,
http://www.wikidata.org/entity/Q19811117,Agent Alice,
http://www.wikidata.org/entity/Q19698273,Ride,multiplayer video game
http://www.wikidata.org/entity/Q19769523,Dungeons 2,multiplayer video game
http://www.wikidata.org/entity/Q19688250,18 Wheels of Steel: Across America,single-player video game
http://www.wikidata.org/entity/Q19819117,Q19819117,single-player video game
http://www.wikidata.org/entity/Q19789342,Call of Duty: Black Ops III,multiplayer video game
http://www.wikidata.org/entity/Q19817107,TurnOn,multiplayer video game
http://www.wikidata.org/entity/Q19753011,Valhalla and the Fortress of Eve,single-player video game
http://www.wikidata.org/entity/Q19753055,Rytlock's Critter Rampage,single-player video game
http://www.wikidata.org/entity/Q19801758,Bloodsports.TV,single-player video game
http://www.wikidata.org/entity/Q19744957,Fushigi no Chronicle: Furikaerimasen Katsu Madewa,multiplayer video game
http://www.wikidata.org/entity/Q19816285,Running with Rifles,multiplayer video game
http://www.wikidata.org/entity/Q19698273,Ride,single-player video game
http://www.wikidata.org/entity/Q19789341,Lost in Paradise,single-player video game
http://www.wikidata.org/entity/Q19769523,Dungeons 2,single-player video game
http://www.wikidata.org/entity/Q19789342,Call of Duty: Black Ops III,single-player video game
http://www.wikidata.org/entity/Q19789277,Lego Dimensions,single-player video game
http://www.wikidata.org/entity/Q19744871,Slayers,single-player video game
http://www.wikidata.org/entity/Q19817107,TurnOn,single-player video game
